1222
2
1561
118
100
88
9
411
0
348
0
42
1123
24
284
371
937
11
50
1581
311
1
515
166
38
67
0
42
1
369
4
9
1129
327
598
735
95
14
0
58
1377
14
3
8
1
77
335
38
661
71
33
54
29
1013
0
18
787
0
244
0
403
7
4
4
19
199
576
186
9
1050
2
2008
17
335
810
743
636
13
2
706
839
175
1723
6
